,V0207,V2020,V02426,V4621,faixas,Internet_Banda_Larga,Telefone_fixo
11292,Próprio-Já Pago,Não,Não,422.0,500,Não,Não
11293,Alugado,Não,Não,654.0,700,Não,Não
11295,,Sim,Sim,950.0,1000,Sim,Sim
11296,Próprio-Já Pago,Não,Sim,2750.0,+1000,Sim,Não
11297,Próprio-Já Pago,Não,Não,120.0,200,Não,Não
11298,Próprio-Já Pago,Não,Não,200.0,300,Não,Não
11299,Alugado,Não,Não,694.0,700,Não,Não
11301,Próprio-Já Pago,Não,Não,675.0,700,Não,Não
11302,Alugado,Não,Não,833.0,900,Não,Não
11303,Próprio-Já Pago,Não,Sim,5500.0,+1000,Sim,Não
11304,Próprio-Já Pago,Não,Não,855.0,900,Não,Não
11305,Próprio-Já Pago,Não,Não,376.0,400,Não,Não
11306,Próprio-Já Pago,Não,Não,1025.0,+1000,Não,Não
11307,Próprio-Já Pago,Não,Sim,382.0,400,Sim,Não
11308,Próprio-Já Pago,Não,Não,670.0,700,Não,Não
11309,Próprio-Já Pago,Não,Não,583.0,600,Não,Não
11310,Próprio-Já Pago,Não,Sim,153.0,200,Sim,Não
11314,Alugado,Não,Não,700.0,800,Não,Não
11316,Próprio-Já Pago,Sim,Sim,822.0,900,Sim,Sim
11317,Próprio-Já Pago,Não,Não,451.0,500,Não,Não
11323,Alugado,Não,Sim,450.0,500,Sim,Não
11329,Próprio-Já Pago,Não,Não,445.0,500,Não,Não
11331,Próprio-Já Pago,Não,Sim,723.0,800,Sim,Não
11334,Próprio-Já Pago,Não,Não,2083.0,+1000,Não,Não
11336,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
11337,Próprio-Já Pago,Não,Não,320.0,400,Não,Não
11338,Próprio-Já Pago,Não,Sim,337.0,400,Sim,Não
11339,Próprio-Já Pago,Não,Não,302.0,400,Não,Não
11363,Próprio-Já Pago,Não,Sim,1725.0,+1000,Sim,Não
11365,Próprio-Já Pago,Não,Sim,3000.0,+1000,Sim,Não
11368,Próprio-Já Pago,Não,Sim,825.0,900,Sim,Não
11373,Próprio-Já Pago,Sim,Sim,925.0,1000,Sim,Sim
11376,Próprio-Já Pago,Não,Não,590.0,600,Não,Não
11378,Próprio-Já Pago,Não,Não,2166.0,+1000,Não,Não
11379,Próprio-Já Pago,Não,Não,200.0,300,Não,Não
11380,Próprio-Já Pago,Não,Sim,1250.0,+1000,Sim,Não
11381,Próprio-Já Pago,Não,Sim,2000.0,+1000,Sim,Não
11382,Próprio-Já Pago,Sim,Sim,1332.0,+1000,Sim,Sim
11384,Próprio-Ainda Pagando,Não,Não,797.0,800,Não,Não
11386,Próprio-Ainda Pagando,Não,Não,1200.0,+1000,Não,Não
11388,Próprio-Já Pago,Sim,Sim,1360.0,+1000,Sim,Sim
11389,Alugado,Não,Não,2429.0,+1000,Não,Não
11390,Próprio-Já Pago,Não,Não,650.0,700,Não,Não
11393,Próprio-Já Pago,Sim,Sim,512.0,600,Sim,Sim
11397,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
11398,Próprio-Já Pago,Sim,Não,2403.0,+1000,Não,Sim
11399,Próprio-Já Pago,Sim,Não,918.0,1000,Não,Sim
11401,Próprio-Já Pago,Sim,Sim,996.0,1000,Sim,Sim
11402,Próprio-Já Pago,Sim,Não,4355.0,+1000,Não,Sim
11404,Cedido de outra forma,Não,Não,225.0,300,Não,Não
11408,Próprio-Já Pago,Sim,Sim,2200.0,+1000,Sim,Sim
11409,Próprio-Já Pago,Sim,Sim,3833.0,+1000,Sim,Sim
11411,Próprio-Já Pago,Não,Não,200.0,300,Não,Não
11412,Próprio-Já Pago,Sim,Sim,575.0,600,Sim,Sim
11413,Alugado,Não,Sim,2250.0,+1000,Sim,Não
11414,Próprio-Já Pago,Não,Não,940.0,1000,Não,Não
11415,Próprio-Já Pago,Não,Sim,700.0,800,Sim,Não
11416,Alugado,Sim,Não,1100.0,+1000,Não,Sim
11417,Próprio-Já Pago,Sim,Sim,737.0,800,Sim,Sim
11418,Próprio-Já Pago,Não,Não,729.0,800,Não,Não
11419,Próprio-Já Pago,Não,Não,254.0,300,Não,Não
11420,Alugado,Não,Sim,1400.0,+1000,Sim,Não
11421,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
11422,Alugado,Sim,Sim,881.0,900,Sim,Sim
11423,Próprio-Já Pago,Sim,Sim,1929.0,+1000,Sim,Sim
11424,Alugado,Sim,Sim,1333.0,+1000,Sim,Sim
11425,Alugado,Não,Não,480.0,500,Não,Não
11426,Próprio-Já Pago,Sim,Sim,750.0,800,Sim,Sim
11429,Próprio-Já Pago,Sim,Não,520.0,600,Não,Sim
11430,Próprio-Já Pago,Sim,Sim,571.0,600,Sim,Sim
11431,Próprio-Já Pago,Não,Não,591.0,600,Não,Não
11432,Próprio-Já Pago,Sim,Sim,629.0,700,Sim,Sim
11433,Próprio-Já Pago,Não,Não,955.0,1000,Não,Não
11434,Próprio-Já Pago,Sim,Sim,3300.0,+1000,Sim,Sim
11435,Próprio-Já Pago,Não,Sim,412.0,500,Sim,Não
11436,Próprio-Já Pago,Não,Sim,900.0,1000,Sim,Não
11438,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
11439,Próprio-Já Pago,Não,Não,114.0,200,Não,Não
11444,Próprio-Já Pago,Não,Não,100.0,200,Não,Não
11447,Próprio-Já Pago,Não,Não,611.0,700,Não,Não
11448,Próprio-Já Pago,Não,Não,490.0,500,Não,Não
11451,Próprio-Já Pago,Não,Não,1066.0,+1000,Não,Não
11453,Próprio-Já Pago,Sim,Sim,577.0,600,Sim,Sim
11456,Próprio-Já Pago,Sim,Não,1036.0,+1000,Não,Sim
11459,Próprio-Já Pago,Não,Não,437.0,500,Não,Não
11460,Alugado,Não,Não,400.0,500,Não,Não
11462,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
11463,Alugado,Não,Não,447.0,500,Não,Não
11466,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
11467,Próprio-Já Pago,Não,Sim,197.0,200,Sim,Não
11468,Próprio-Já Pago,Não,Não,179.0,200,Não,Não
11469,Próprio-Já Pago,Não,Não,575.0,600,Não,Não
11470,Próprio-Já Pago,Não,Não,333.0,400,Não,Não
11473,Próprio-Já Pago,Não,Não,450.0,500,Não,Não
11474,Alugado,Não,Não,150.0,200,Não,Não
11475,Alugado,Não,Não,132.0,200,Não,Não
11477,Próprio-Já Pago,Não,Não,830.0,900,Não,Não
11478,Próprio-Já Pago,Não,Não,309.0,400,Não,Não
11479,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
11482,Próprio-Já Pago,Não,Sim,367.0,400,Sim,Não
11484,Próprio-Já Pago,Sim,Sim,1323.0,+1000,Sim,Sim
11486,Próprio-Já Pago,Sim,Sim,1129.0,+1000,Sim,Sim
11487,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
11489,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
11490,Alugado,Não,Não,215.0,300,Não,Não
11491,Alugado,Não,Não,594.0,600,Não,Não
11494,Próprio-Já Pago,Sim,Não,380.0,400,Não,Sim
11495,Próprio-Já Pago,Não,Não,1005.0,+1000,Não,Não
11498,Próprio-Já Pago,Não,Não,311.0,400,Não,Não
11499,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
11501,Alugado,Não,Não,266.0,300,Não,Não
11502,Próprio-Já Pago,Não,Não,430.0,500,Não,Não
11503,Próprio-Já Pago,Não,Sim,787.0,800,Sim,Não
11504,Próprio-Já Pago,Sim,Sim,456.0,500,Sim,Sim
11505,Alugado,Não,Não,1400.0,+1000,Não,Não
11506,Próprio-Já Pago,Sim,Sim,450.0,500,Sim,Sim
11507,Alugado,Não,Não,1200.0,+1000,Não,Não
11508,Próprio-Já Pago,Não,Não,928.0,1000,Não,Não
11512,Próprio-Já Pago,Não,Não,591.0,600,Não,Não
11513,Próprio-Já Pago,Não,Não,563.0,600,Não,Não
11514,Próprio-Já Pago,Não,Não,281.0,300,Não,Não
11515,Próprio-Já Pago,Não,Sim,562.0,600,Sim,Não
11519,Próprio-Já Pago,Não,Não,2625.0,+1000,Não,Não
11520,Próprio-Já Pago,Não,Não,256.0,300,Não,Não
11521,Próprio-Já Pago,Sim,Sim,42.0,100,Sim,Sim
11522,Próprio-Já Pago,Não,Não,127.0,200,Não,Não
11523,Próprio-Ainda Pagando,Não,Sim,700.0,800,Sim,Não
11524,Próprio-Já Pago,Não,Sim,666.0,700,Sim,Não
11525,Próprio-Já Pago,Não,Sim,1067.0,+1000,Sim,Não
11527,Próprio-Já Pago,Não,Não,525.0,600,Não,Não
11529,Próprio-Já Pago,Não,Sim,100.0,200,Sim,Não
11535,Próprio-Já Pago,Sim,Não,1219.0,+1000,Não,Sim
11539,Próprio-Já Pago,Não,Não,455.0,500,Não,Não
11540,Próprio-Já Pago,Não,Não,300.0,400,Não,Não
11542,Próprio-Já Pago,Não,Não,302.0,400,Não,Não
11546,Alugado,Sim,Sim,283.0,300,Sim,Sim
11555,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
11557,Próprio-Já Pago,Não,Sim,666.0,700,Sim,Não
11561,Próprio-Já Pago,Sim,Sim,540.0,600,Sim,Sim
11562,Próprio-Já Pago,Não,Sim,2394.0,+1000,Sim,Não
11563,Próprio-Já Pago,Não,Sim,2333.0,+1000,Sim,Não
11566,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
11567,Próprio-Já Pago,Não,Não,265.0,300,Não,Não
11568,Próprio-Já Pago,Não,Não,450.0,500,Não,Não
11569,Próprio-Já Pago,Não,Não,553.0,600,Não,Não
11570,Alugado,Não,Não,400.0,500,Não,Não
11571,Próprio-Já Pago,Sim,Não,375.0,400,Não,Sim
11572,Próprio-Já Pago,Não,Não,550.0,600,Não,Não
11573,Próprio-Já Pago,Não,Não,600.0,700,Não,Não
11575,Próprio-Já Pago,Não,Não,307.0,400,Não,Não
11576,Próprio-Já Pago,Não,Não,583.0,600,Não,Não
11577,Próprio-Já Pago,Não,Não,400.0,500,Não,Não
11579,Próprio-Já Pago,Não,Não,470.0,500,Não,Não
11580,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
11581,Próprio-Já Pago,Não,Não,408.0,500,Não,Não
11582,Próprio-Já Pago,Não,Não,580.0,600,Não,Não
11583,Próprio-Já Pago,Não,Sim,1050.0,+1000,Sim,Não
11584,Próprio-Já Pago,Sim,Sim,817.0,900,Sim,Sim
11585,Próprio-Já Pago,Sim,Sim,1120.0,+1000,Sim,Sim
11610,Próprio-Já Pago,Sim,Sim,1286.0,+1000,Sim,Sim
11614,Próprio-Já Pago,Não,Sim,2644.0,+1000,Sim,Não
11620,Alugado,Não,Não,150.0,200,Não,Não
11621,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
11622,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
11623,Próprio-Já Pago,Não,Não,400.0,500,Não,Não
11624,Próprio-Já Pago,Não,Não,2000.0,+1000,Não,Não
11625,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
11630,Próprio-Ainda Pagando,Sim,Sim,2200.0,+1000,Sim,Sim
11639,Próprio-Já Pago,Sim,Sim,896.0,900,Sim,Sim
11651,Próprio-Já Pago,Não,Não,1250.0,+1000,Não,Não
11652,Próprio-Já Pago,Não,Não,875.0,900,Não,Não
11653,Próprio-Já Pago,Não,Não,447.0,500,Não,Não
11656,Próprio-Já Pago,Não,Sim,299.0,300,Sim,Não
11657,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
11661,Próprio-Já Pago,Não,Não,278.0,300,Não,Não
11662,Próprio-Já Pago,Sim,Sim,337.0,400,Sim,Sim
11663,Próprio-Já Pago,Não,Não,1388.0,+1000,Não,Não
11665,Próprio-Já Pago,Não,Não,294.0,300,Não,Não
11667,Próprio-Já Pago,Não,Não,333.0,400,Não,Não
11668,Próprio-Já Pago,Não,Sim,887.0,900,Sim,Não
11671,Próprio-Já Pago,Sim,Sim,628.0,700,Sim,Sim
11672,Próprio-Já Pago,Não,Não,283.0,300,Não,Não
11673,Próprio-Já Pago,Não,Não,1675.0,+1000,Não,Não
11674,Próprio-Já Pago,Não,Sim,460.0,500,Sim,Não
11675,Próprio-Já Pago,Não,Sim,2350.0,+1000,Sim,Não
11677,Próprio-Já Pago,Não,Não,650.0,700,Não,Não
11678,Próprio-Já Pago,Não,Não,933.0,1000,Não,Não
11679,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
11680,Próprio-Já Pago,Sim,Sim,2440.0,+1000,Sim,Sim
11681,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
11682,Cedido por Empregador,Não,Sim,999999999999.0,+1000,Sim,Não
11683,Cedido por Empregador,Não,Sim,1125.0,+1000,Sim,Não
11698,Próprio-Já Pago,Não,Sim,3000.0,+1000,Sim,Não
11699,Próprio-Já Pago,Sim,Sim,8000.0,+1000,Sim,Sim
11701,Próprio-Já Pago,Sim,Sim,2050.0,+1000,Sim,Sim
11705,Próprio-Já Pago,Sim,Sim,614.0,700,Sim,Sim
11706,Próprio-Já Pago,Sim,Sim,3350.0,+1000,Sim,Sim
11710,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
11711,Próprio-Já Pago,Não,Sim,999999999999.0,+1000,Sim,Não
11712,Próprio-Já Pago,Sim,Sim,4000.0,+1000,Sim,Sim
11717,Próprio-Ainda Pagando,Não,Sim,1000.0,+1000,Sim,Não
11720,Próprio-Já Pago,Sim,Sim,900.0,1000,Sim,Sim
11723,Próprio-Já Pago,Não,Sim,2370.0,+1000,Sim,Não
11724,Alugado,Sim,Sim,716.0,800,Sim,Sim
11727,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
11729,Alugado,Sim,Sim,1042.0,+1000,Sim,Sim
11730,Próprio-Já Pago,Não,Sim,733.0,800,Sim,Não
11732,Próprio-Já Pago,Não,Não,2300.0,+1000,Não,Não
11734,Próprio-Ainda Pagando,Não,Sim,2101.0,+1000,Sim,Não
11735,Alugado,Não,Sim,10000.0,+1000,Sim,Não
11737,Próprio-Já Pago,Não,Não,5200.0,+1000,Não,Não
11738,Próprio-Já Pago,Sim,Sim,2809.0,+1000,Sim,Sim
11739,Próprio-Já Pago,Sim,Sim,2172.0,+1000,Sim,Sim
11740,Alugado,Não,Sim,322.0,400,Sim,Não
11741,Próprio-Já Pago,Sim,Sim,975.0,1000,Sim,Sim
11744,Próprio-Já Pago,Sim,Sim,891.0,900,Sim,Sim
11745,Próprio-Já Pago,Não,Sim,1300.0,+1000,Sim,Não
11749,Próprio-Já Pago,Sim,Não,1034.0,+1000,Não,Sim
11750,Próprio-Já Pago,Não,Sim,1066.0,+1000,Sim,Não
11752,Próprio-Já Pago,Não,Sim,1500.0,+1000,Sim,Não
11754,Alugado,Sim,Sim,5000.0,+1000,Sim,Sim
11755,Alugado,Não,Sim,2364.0,+1000,Sim,Não
11756,Próprio-Já Pago,Não,Sim,4000.0,+1000,Sim,Não
11759,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
11760,Próprio-Já Pago,Sim,Sim,1182.0,+1000,Sim,Sim
11761,Próprio-Já Pago,Não,Sim,550.0,600,Sim,Não
11762,Próprio-Já Pago,Não,Não,311.0,400,Não,Não
11763,Próprio-Já Pago,Não,Sim,369.0,400,Sim,Não
11765,Próprio-Já Pago,Sim,Sim,696.0,700,Sim,Sim
11766,Próprio-Já Pago,Sim,Sim,650.0,700,Sim,Sim
11767,Próprio-Já Pago,Sim,Sim,539.0,600,Sim,Sim
11770,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
11773,Próprio-Já Pago,Não,Sim,698.0,700,Sim,Não
11775,Próprio-Já Pago,Não,Sim,897.0,900,Sim,Não
11777,Próprio-Já Pago,Não,Sim,2072.0,+1000,Sim,Não
11778,Próprio-Já Pago,Não,Não,679.0,700,Não,Não
11781,Próprio-Já Pago,Sim,Não,1366.0,+1000,Não,Sim
11783,Próprio-Já Pago,Sim,Sim,3325.0,+1000,Sim,Sim
11785,Próprio-Já Pago,Sim,Sim,2366.0,+1000,Sim,Sim
11786,Próprio-Já Pago,Sim,Não,1229.0,+1000,Não,Sim
11789,Próprio-Já Pago,Sim,Sim,2554.0,+1000,Sim,Sim
11791,Próprio-Já Pago,Sim,Sim,1396.0,+1000,Sim,Sim
11792,Próprio-Já Pago,Sim,Sim,4144.0,+1000,Sim,Sim
11795,Alugado,Não,Não,600.0,700,Não,Não
11796,Alugado,Não,Não,396.0,400,Não,Não
11798,Alugado,Não,Não,1096.0,+1000,Não,Não
11799,Alugado,Não,Não,1000.0,+1000,Não,Não
11803,Próprio-Já Pago,Sim,Sim,2100.0,+1000,Sim,Sim
11807,Alugado,Não,Não,937.0,1000,Não,Não
11809,Próprio-Já Pago,Não,Não,200.0,300,Não,Não
11818,Próprio-Já Pago,Sim,Sim,2700.0,+1000,Sim,Sim
11822,Próprio-Já Pago,Não,Não,1366.0,+1000,Não,Não
11829,Alugado,Não,Sim,1210.0,+1000,Sim,Não
11836,Próprio-Já Pago,Sim,Sim,844.0,900,Sim,Sim
11838,Alugado,Não,Sim,1133.0,+1000,Sim,Não
11839,Próprio-Já Pago,Sim,Sim,1230.0,+1000,Sim,Sim
11840,Próprio-Já Pago,Não,Sim,262.0,300,Sim,Não
11842,Próprio-Já Pago,Não,Não,445.0,500,Não,Não
11843,Próprio-Já Pago,Sim,Sim,1960.0,+1000,Sim,Sim
11844,Alugado,Não,Não,947.0,1000,Não,Não
11845,Alugado,Não,Sim,1200.0,+1000,Sim,Não
11846,Próprio-Já Pago,Não,Não,546.0,600,Não,Não
11847,Alugado,Não,Não,833.0,900,Não,Não
11848,Alugado,Não,Sim,3000.0,+1000,Sim,Não
11851,Próprio-Já Pago,Sim,Sim,981.0,1000,Sim,Sim
11852,Alugado,Não,Não,1150.0,+1000,Não,Não
11853,Próprio-Já Pago,Não,Sim,381.0,400,Sim,Não
11854,Próprio-Já Pago,Sim,Não,560.0,600,Não,Sim
11855,Alugado,Não,Sim,1250.0,+1000,Sim,Não
11856,Próprio-Já Pago,Sim,Não,933.0,1000,Não,Sim
11857,Próprio-Já Pago,Não,Sim,1500.0,+1000,Sim,Não
11859,Próprio-Já Pago,Sim,Sim,692.0,700,Sim,Sim
11861,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
11862,Próprio-Já Pago,Não,Não,833.0,900,Não,Não
11863,Próprio-Já Pago,Sim,Sim,1279.0,+1000,Sim,Sim
11867,Próprio-Já Pago,Não,Não,166.0,200,Não,Não
11868,Alugado,Não,Sim,400.0,500,Sim,Não
11869,Alugado,Não,Não,933.0,1000,Não,Não
11870,Cedido de outra forma,Não,Não,429.0,500,Não,Não
11872,Alugado,Não,Sim,333.0,400,Sim,Não
11875,Próprio-Já Pago,Sim,Não,500.0,600,Não,Sim
11879,Alugado,Não,Sim,200.0,300,Sim,Não
11881,Alugado,Não,Sim,462.0,500,Sim,Não
11883,Próprio-Já Pago,Sim,Não,262.0,300,Não,Sim
11884,Próprio-Já Pago,Não,Sim,2260.0,+1000,Sim,Não
11887,Próprio-Já Pago,Não,Sim,617.0,700,Sim,Não
11889,Próprio-Já Pago,Não,Sim,592.0,600,Sim,Não
11890,Próprio-Já Pago,Sim,Sim,887.0,900,Sim,Sim
11891,Próprio-Já Pago,Não,Não,530.0,600,Não,Não
11892,Próprio-Já Pago,Não,Sim,737.0,800,Sim,Não
11893,Próprio-Já Pago,Não,Não,706.0,800,Não,Não
11896,Próprio-Já Pago,Não,Não,556.0,600,Não,Não
11897,Próprio-Já Pago,Não,Não,360.0,400,Não,Não
11902,Próprio-Já Pago,Não,Não,298.0,300,Não,Não
11904,Próprio-Já Pago,Não,Não,46.0,100,Não,Não
11906,Próprio-Já Pago,Não,Não,985.0,1000,Não,Não
11910,Próprio-Já Pago,Não,Não,251.0,300,Não,Não
11912,Próprio-Já Pago,Não,Não,1100.0,+1000,Não,Não
11913,Alugado,Sim,Sim,193.0,200,Sim,Sim
11915,Próprio-Já Pago,Não,Sim,827.0,900,Sim,Não
11916,Próprio-Já Pago,Não,Não,450.0,500,Não,Não
11917,Alugado,Não,Não,794.0,800,Não,Não
11918,Próprio-Já Pago,Sim,Sim,416.0,500,Sim,Sim
11921,Próprio-Já Pago,Não,Não,255.0,300,Não,Não
11922,Próprio-Já Pago,Não,Não,494.0,500,Não,Não
11923,Próprio-Já Pago,Não,Sim,933.0,1000,Sim,Não
11924,Alugado,Não,Não,262.0,300,Não,Não
11927,Próprio-Já Pago,Não,Não,2450.0,+1000,Não,Não
11928,Próprio-Já Pago,Não,Não,200.0,300,Não,Não
11930,Próprio-Já Pago,Não,Não,733.0,800,Não,Não
11931,Alugado,Sim,Sim,2100.0,+1000,Sim,Sim
11933,Próprio-Já Pago,Sim,Sim,750.0,800,Sim,Sim
11935,Próprio-Já Pago,Não,Não,250.0,300,Não,Não
11936,Próprio-Já Pago,Não,Não,466.0,500,Não,Não
11937,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
11938,Próprio-Já Pago,Não,Não,266.0,300,Não,Não
11939,Alugado,Não,Não,100.0,200,Não,Não
11941,Próprio-Já Pago,Não,Não,497.0,500,Não,Não
11942,Alugado,Não,Não,491.0,500,Não,Não
11944,Alugado,Não,Sim,612.0,700,Sim,Não
11946,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
11947,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
11951,Próprio-Já Pago,Não,Sim,1333.0,+1000,Sim,Não
11952,Alugado,Não,Sim,788.0,800,Sim,Não
11953,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
11954,Próprio-Já Pago,Não,Não,400.0,500,Não,Não
11956,Próprio-Já Pago,Não,Não,662.0,700,Não,Não
11957,Alugado,Não,Sim,381.0,400,Sim,Não
11959,Cedido por Empregador,Não,Sim,999999999999.0,+1000,Sim,Não
11964,Próprio-Já Pago,Sim,Sim,335.0,400,Sim,Sim
11966,Próprio-Já Pago,Não,Não,359.0,400,Não,Não
11968,Próprio-Já Pago,Não,Não,315.0,400,Não,Não
11971,Próprio-Já Pago,Sim,Sim,1472.0,+1000,Sim,Sim
11972,Próprio-Já Pago,Não,Sim,937.0,1000,Sim,Não
11973,Alugado,Não,Não,475.0,500,Não,Não
11975,Próprio-Já Pago,Não,Não,56.0,100,Não,Não
11979,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
11980,Próprio-Já Pago,Não,Sim,2150.0,+1000,Sim,Não
11981,Alugado,Não,Não,750.0,800,Não,Não
11984,Próprio-Já Pago,Sim,Não,999999999999.0,+1000,Não,Sim
11987,Próprio-Já Pago,Não,Sim,866.0,900,Sim,Não
11993,Próprio-Já Pago,Não,Sim,999999999999.0,+1000,Sim,Não
11994,Próprio-Já Pago,Não,Sim,560.0,600,Sim,Não
11998,Próprio-Já Pago,Não,Sim,311.0,400,Sim,Não
11999,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
12001,Alugado,Sim,Não,1300.0,+1000,Não,Sim
12002,Próprio-Já Pago,Não,Não,372.0,400,Não,Não
12005,Alugado,Não,Não,800.0,900,Não,Não
12006,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
12007,Próprio-Já Pago,Não,Não,450.0,500,Não,Não
12010,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
12013,Próprio-Já Pago,Não,Não,394.0,400,Não,Não
12014,Próprio-Já Pago,Não,Não,633.0,700,Não,Não
12015,Próprio-Já Pago,Não,Não,4020.0,+1000,Não,Não
12016,Alugado,Não,Não,705.0,800,Não,Não
12020,Alugado,Não,Não,2650.0,+1000,Não,Não
12022,Próprio-Já Pago,Não,Sim,2250.0,+1000,Sim,Não
12023,Próprio-Já Pago,Não,Não,394.0,400,Não,Não
12024,Próprio-Já Pago,Não,Não,850.0,900,Não,Não
12027,Próprio-Já Pago,Não,Não,962.0,1000,Não,Não
12028,Próprio-Já Pago,Não,Sim,1600.0,+1000,Sim,Não
12029,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
12033,Próprio-Já Pago,Não,Não,414.0,500,Não,Não
12038,Próprio-Já Pago,Não,Não,806.0,900,Não,Não
12039,Próprio-Já Pago,Sim,Sim,2716.0,+1000,Sim,Sim
12040,Próprio-Já Pago,Não,Não,1500.0,+1000,Não,Não
12044,Próprio-Já Pago,Sim,Não,1666.0,+1000,Não,Sim
12045,Alugado,Sim,Sim,1894.0,+1000,Sim,Sim
12047,Próprio-Já Pago,Não,Sim,696.0,700,Sim,Não
12049,Próprio-Já Pago,Sim,Sim,295.0,300,Sim,Sim
12054,Próprio-Já Pago,Sim,Não,925.0,1000,Não,Sim
12055,Próprio-Já Pago,Sim,Sim,182.0,200,Sim,Sim
12056,Próprio-Já Pago,Não,Não,935.0,1000,Não,Não
12057,Alugado,Não,Não,2400.0,+1000,Não,Não
12061,Próprio-Já Pago,Não,Não,396.0,400,Não,Não
12064,Próprio-Já Pago,Sim,Sim,625.0,700,Sim,Sim
12066,Próprio-Já Pago,Não,Não,473.0,500,Não,Não
12069,Próprio-Já Pago,Não,Sim,1166.0,+1000,Sim,Não
12071,Próprio-Já Pago,Sim,Não,575.0,600,Não,Sim
12074,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
12077,Alugado,Não,Não,1000.0,+1000,Não,Não
12082,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
12083,Próprio-Já Pago,Não,Não,541.0,600,Não,Não
12088,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
12090,Próprio-Já Pago,Sim,Não,999999999999.0,+1000,Não,Sim
12091,Alugado,Não,Não,1092.0,+1000,Não,Não
12093,Próprio-Já Pago,Sim,Sim,450.0,500,Sim,Sim
12094,Próprio-Já Pago,Não,Não,446.0,500,Não,Não
12097,Próprio-Já Pago,Não,Não,531.0,600,Não,Não
12098,Próprio-Já Pago,Sim,Não,925.0,1000,Não,Sim
12101,Próprio-Já Pago,Não,Não,206.0,300,Não,Não
12102,Próprio-Já Pago,Sim,Não,1579.0,+1000,Não,Sim
12104,Próprio-Já Pago,Sim,Sim,788.0,800,Sim,Sim
12114,Alugado,Sim,Sim,526.0,600,Sim,Sim
12115,Próprio-Já Pago,Sim,Não,1160.0,+1000,Não,Sim
12117,Próprio-Já Pago,Sim,Sim,420.0,500,Sim,Sim
12119,Próprio-Já Pago,Sim,Não,271.0,300,Não,Sim
12124,Próprio-Já Pago,Não,Não,557.0,600,Não,Não
12127,Próprio-Já Pago,Não,Sim,926.0,1000,Sim,Não
12129,Próprio-Já Pago,Sim,Não,572.0,600,Não,Sim
12137,Próprio-Já Pago,Sim,Sim,733.0,800,Sim,Sim
12138,Próprio-Já Pago,Não,Não,1400.0,+1000,Não,Não
12139,Próprio-Já Pago,Sim,Sim,397.0,400,Sim,Sim
12141,Próprio-Ainda Pagando,Não,Sim,325.0,400,Sim,Não
12145,Alugado,Não,Não,111.0,200,Não,Não
12148,Alugado,Não,Sim,975.0,1000,Sim,Não
12150,Alugado,Não,Não,225.0,300,Não,Não
12152,Próprio-Já Pago,Não,Não,83.0,100,Não,Não
12153,Próprio-Já Pago,Sim,Não,944.0,1000,Não,Sim
12158,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
12160,Próprio-Já Pago,Não,Sim,525.0,600,Sim,Não
12162,Próprio-Já Pago,Não,Não,358.0,400,Não,Não
12164,Alugado,Não,Não,652.0,700,Não,Não
12166,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
