,V0207,V2020,V02426,V4621,faixas,Internet_Banda_Larga,Telefone_fixo
107870,Próprio-Já Pago,Sim,Não,1133.0,+1000,Não,Sim
107871,Próprio-Já Pago,Não,Sim,750.0,800,Sim,Não
107872,Próprio-Já Pago,Sim,Sim,533.0,600,Sim,Sim
107873,Próprio-Já Pago,Não,Não,1394.0,+1000,Não,Não
107874,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
107878,Alugado,Sim,Sim,600.0,700,Sim,Sim
107879,Próprio-Já Pago,Não,Sim,800.0,900,Sim,Não
107880,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
107881,Próprio-Já Pago,Sim,Sim,2390.0,+1000,Sim,Sim
107882,Alugado,Sim,Sim,998.0,1000,Sim,Sim
107883,Alugado,Sim,Sim,866.0,900,Sim,Sim
107885,Próprio-Já Pago,Sim,Sim,626.0,700,Sim,Sim
107888,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
107889,Alugado,Sim,Sim,1800.0,+1000,Sim,Sim
107890,Próprio-Já Pago,Sim,Sim,1266.0,+1000,Sim,Sim
107891,Alugado,Sim,Não,2000.0,+1000,Não,Sim
107892,Alugado,Sim,Sim,4975.0,+1000,Sim,Sim
107894,Próprio-Já Pago,Sim,Sim,2960.0,+1000,Sim,Sim
107896,Alugado,Sim,Sim,950.0,1000,Sim,Sim
107897,Próprio-Já Pago,Sim,Sim,1666.0,+1000,Sim,Sim
107899,Próprio-Já Pago,Sim,Não,750.0,800,Não,Sim
107900,Cedido de outra forma,Sim,Sim,1866.0,+1000,Sim,Sim
107903,Próprio-Já Pago,Não,Não,1900.0,+1000,Não,Não
107904,Próprio-Já Pago,Sim,Sim,1294.0,+1000,Sim,Sim
107905,Alugado,Não,Não,2000.0,+1000,Não,Não
107906,Alugado,Não,Não,825.0,900,Não,Não
107912,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
107913,Próprio-Já Pago,Não,Sim,10000.0,+1000,Sim,Não
107914,Alugado,Sim,Sim,12000.0,+1000,Sim,Sim
107915,Próprio-Já Pago,Sim,Sim,3050.0,+1000,Sim,Sim
107916,Alugado,Sim,Sim,6000.0,+1000,Sim,Sim
107917,Próprio-Já Pago,Sim,Sim,9000.0,+1000,Sim,Sim
107918,Próprio-Já Pago,Sim,Sim,22400.0,+1000,Sim,Sim
107919,Próprio-Já Pago,Sim,Sim,2350.0,+1000,Sim,Sim
107920,Próprio-Já Pago,Sim,Sim,1433.0,+1000,Sim,Sim
107921,Próprio-Já Pago,Sim,Sim,2100.0,+1000,Sim,Sim
107924,Alugado,Sim,Sim,1362.0,+1000,Sim,Sim
107927,Próprio-Já Pago,Sim,Sim,2556.0,+1000,Sim,Sim
107929,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
107930,Alugado,Não,Sim,9900.0,+1000,Sim,Não
107931,Alugado,Sim,Sim,750.0,800,Sim,Sim
107932,Próprio-Ainda Pagando,Sim,Sim,5066.0,+1000,Sim,Sim
107933,Próprio-Ainda Pagando,Sim,Sim,999999999999.0,+1000,Sim,Sim
107936,Próprio-Ainda Pagando,Sim,Sim,3440.0,+1000,Sim,Sim
107937,Próprio-Já Pago,Sim,Sim,2800.0,+1000,Sim,Sim
107938,Cedido de outra forma,Não,Sim,3017.0,+1000,Sim,Não
107940,Próprio-Já Pago,Não,Sim,6000.0,+1000,Sim,Não
107941,Alugado,Não,Não,10000.0,+1000,Não,Não
107942,Próprio-Ainda Pagando,Não,Sim,8000.0,+1000,Sim,Não
107944,Próprio-Já Pago,Sim,Sim,7250.0,+1000,Sim,Sim
107945,Alugado,Sim,Sim,1593.0,+1000,Sim,Sim
107946,Próprio-Já Pago,Sim,Sim,3133.0,+1000,Sim,Sim
107947,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
107948,Próprio-Já Pago,Não,Sim,375.0,400,Sim,Não
107950,Próprio-Já Pago,Sim,Sim,10250.0,+1000,Sim,Sim
107951,Próprio-Já Pago,Não,Sim,2500.0,+1000,Sim,Não
107952,Alugado,Não,Sim,3000.0,+1000,Sim,Não
107954,Alugado,Sim,Sim,2790.0,+1000,Sim,Sim
107956,Alugado,Sim,Sim,616.0,700,Sim,Sim
107957,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
107959,Alugado,Sim,Sim,2344.0,+1000,Sim,Sim
107961,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
107962,Próprio-Já Pago,Sim,Sim,6200.0,+1000,Sim,Sim
107965,Próprio-Já Pago,Sim,Sim,4666.0,+1000,Sim,Sim
107967,Próprio-Já Pago,Sim,Sim,2325.0,+1000,Sim,Sim
107968,Alugado,Não,Não,999999999999.0,+1000,Não,Não
107969,Alugado,Não,Não,2466.0,+1000,Não,Não
107971,Próprio-Já Pago,Sim,Não,2950.0,+1000,Não,Sim
107974,Próprio-Já Pago,Sim,Não,5000.0,+1000,Não,Sim
107976,Próprio-Já Pago,Sim,Não,2500.0,+1000,Não,Sim
107977,Alugado,Não,Não,13500.0,+1000,Não,Não
107979,Alugado,Não,Não,4500.0,+1000,Não,Não
107980,Alugado,Não,Não,13800.0,+1000,Não,Não
107981,Alugado,Não,Não,6500.0,+1000,Não,Não
107982,Próprio-Já Pago,Sim,Não,999999999999.0,+1000,Não,Sim
107983,Alugado,Sim,Sim,1144.0,+1000,Sim,Sim
107986,Cedido de outra forma,Não,Não,2000.0,+1000,Não,Não
107988,Próprio-Ainda Pagando,Sim,Sim,2500.0,+1000,Sim,Sim
107989,Próprio-Ainda Pagando,Sim,Sim,1296.0,+1000,Sim,Sim
107995,Alugado,Sim,Sim,1850.0,+1000,Sim,Sim
107996,Próprio-Ainda Pagando,Sim,Sim,1050.0,+1000,Sim,Sim
107997,Próprio-Ainda Pagando,Sim,Sim,3850.0,+1000,Sim,Sim
107998,Próprio-Já Pago,Sim,Sim,6800.0,+1000,Sim,Sim
107999,Alugado,Sim,Sim,1750.0,+1000,Sim,Sim
108000,Alugado,Sim,Sim,1262.0,+1000,Sim,Sim
108001,Cedido de outra forma,Sim,Sim,1283.0,+1000,Sim,Sim
108005,Próprio-Ainda Pagando,Sim,Sim,1750.0,+1000,Sim,Sim
108010,Próprio-Já Pago,Sim,Não,750.0,800,Não,Sim
108011,Próprio-Já Pago,Sim,Não,690.0,700,Não,Sim
108012,Próprio-Ainda Pagando,Sim,Sim,750.0,800,Sim,Sim
108013,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108014,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108017,Alugado,Não,Sim,1500.0,+1000,Sim,Não
108019,Próprio-Já Pago,Sim,Sim,4600.0,+1000,Sim,Sim
108020,Alugado,Não,Sim,3650.0,+1000,Sim,Não
108023,Próprio-Já Pago,Sim,Sim,4750.0,+1000,Sim,Sim
108024,Alugado,Sim,Sim,1050.0,+1000,Sim,Sim
108025,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
108026,Próprio-Já Pago,Sim,Sim,3450.0,+1000,Sim,Sim
108028,Próprio-Já Pago,Sim,Sim,1330.0,+1000,Sim,Sim
108029,Alugado,Sim,Sim,500.0,600,Sim,Sim
108030,Próprio-Já Pago,Sim,Sim,1650.0,+1000,Sim,Sim
108033,Alugado,Não,Sim,4500.0,+1000,Sim,Não
108037,Próprio-Já Pago,Sim,Sim,6666.0,+1000,Sim,Sim
108039,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108040,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
108041,Próprio-Ainda Pagando,Sim,Sim,1727.0,+1000,Sim,Sim
108042,Próprio-Já Pago,Sim,Sim,3333.0,+1000,Sim,Sim
108043,Próprio-Ainda Pagando,Não,Sim,999999999999.0,+1000,Sim,Não
108047,Próprio-Ainda Pagando,Sim,Sim,2033.0,+1000,Sim,Sim
108048,Próprio-Ainda Pagando,Sim,Sim,2500.0,+1000,Sim,Sim
108049,Próprio-Já Pago,Sim,Não,1600.0,+1000,Não,Sim
108050,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108053,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108054,Próprio-Já Pago,Sim,Sim,1666.0,+1000,Sim,Sim
108060,Alugado,Sim,Sim,10000.0,+1000,Sim,Sim
108061,Próprio-Já Pago,Sim,Sim,4500.0,+1000,Sim,Sim
108064,Próprio-Já Pago,Sim,Sim,15000.0,+1000,Sim,Sim
108067,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
108068,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108069,Próprio-Já Pago,Sim,Sim,3500.0,+1000,Sim,Sim
108072,Próprio-Ainda Pagando,Sim,Sim,866.0,900,Sim,Sim
108073,Próprio-Ainda Pagando,Sim,Sim,925.0,1000,Sim,Sim
108074,Próprio-Já Pago,Sim,Sim,900.0,1000,Sim,Sim
108076,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108077,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
108078,Próprio-Já Pago,Sim,Sim,797.0,800,Sim,Sim
108080,Próprio-Já Pago,Sim,Sim,2166.0,+1000,Sim,Sim
108081,Alugado,Sim,Sim,1675.0,+1000,Sim,Sim
108082,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
108084,Próprio-Já Pago,Sim,Sim,3166.0,+1000,Sim,Sim
108085,Próprio-Já Pago,Sim,Sim,7000.0,+1000,Sim,Sim
108087,Próprio-Ainda Pagando,Sim,Sim,7000.0,+1000,Sim,Sim
108089,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
108092,Próprio-Já Pago,Sim,Sim,5250.0,+1000,Sim,Sim
108094,Próprio-Já Pago,Sim,Sim,2266.0,+1000,Sim,Sim
108095,Próprio-Já Pago,Não,Sim,1666.0,+1000,Sim,Não
108096,Próprio-Já Pago,Sim,Sim,10000.0,+1000,Sim,Sim
108098,Próprio-Já Pago,Sim,Sim,3450.0,+1000,Sim,Sim
108101,Próprio-Já Pago,Sim,Sim,1150.0,+1000,Sim,Sim
108102,Próprio-Já Pago,Sim,Sim,2400.0,+1000,Sim,Sim
108104,Próprio-Já Pago,Sim,Não,1125.0,+1000,Não,Sim
108106,Cedido de outra forma,Não,Sim,441.0,500,Sim,Não
108110,Próprio-Já Pago,Sim,Sim,1833.0,+1000,Sim,Sim
108113,Próprio-Já Pago,Sim,Sim,1260.0,+1000,Sim,Sim
108114,Alugado,Sim,Sim,1166.0,+1000,Sim,Sim
108115,Próprio-Já Pago,Sim,Não,1125.0,+1000,Não,Sim
108116,Cedido de outra forma,Não,Não,1000.0,+1000,Não,Não
108119,Próprio-Já Pago,Sim,Sim,300.0,400,Sim,Sim
108120,Próprio-Já Pago,Sim,Sim,800.0,900,Sim,Sim
108121,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
108123,Próprio-Já Pago,Não,Sim,850.0,900,Sim,Não
108125,Próprio-Já Pago,Sim,Sim,37.0,100,Sim,Sim
108128,Alugado,Sim,Não,1500.0,+1000,Não,Sim
108129,Próprio-Já Pago,Sim,Sim,795.0,800,Sim,Sim
108130,Alugado,Não,Não,1180.0,+1000,Não,Não
108131,Próprio-Já Pago,Não,Sim,0.0,100,Sim,Não
108132,Próprio-Já Pago,Não,Sim,1242.0,+1000,Sim,Não
108134,Próprio-Já Pago,Sim,Sim,766.0,800,Sim,Sim
108135,Próprio-Já Pago,Não,Não,0.0,100,Não,Não
108137,Próprio-Já Pago,Sim,Sim,1494.0,+1000,Sim,Sim
108138,Alugado,Não,Não,2000.0,+1000,Não,Não
108139,Alugado,Não,Sim,833.0,900,Sim,Não
108140,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
108141,Alugado,Sim,Sim,4500.0,+1000,Sim,Sim
108142,Próprio-Já Pago,Sim,Não,2494.0,+1000,Não,Sim
108143,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
108144,Alugado,Sim,Sim,4100.0,+1000,Sim,Sim
108145,Alugado,Não,Não,1750.0,+1000,Não,Não
108146,Próprio-Já Pago,Sim,Sim,3325.0,+1000,Sim,Sim
108148,Alugado,Sim,Sim,2450.0,+1000,Sim,Sim
108150,Próprio-Já Pago,Sim,Sim,2050.0,+1000,Sim,Sim
108152,Próprio-Já Pago,Não,Não,1250.0,+1000,Não,Não
108153,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
108154,Próprio-Já Pago,Sim,Sim,3750.0,+1000,Sim,Sim
108155,Próprio-Já Pago,Sim,Sim,0.0,100,Sim,Sim
108156,Próprio-Já Pago,Sim,Sim,1860.0,+1000,Sim,Sim
108158,Próprio-Já Pago,Sim,Não,1597.0,+1000,Não,Sim
108159,Próprio-Já Pago,Sim,Sim,3250.0,+1000,Sim,Sim
108166,Próprio-Já Pago,Sim,Sim,1950.0,+1000,Sim,Sim
108167,Próprio-Já Pago,Sim,Sim,4000.0,+1000,Sim,Sim
108169,Próprio-Já Pago,Sim,Sim,3672.0,+1000,Sim,Sim
108172,Próprio-Já Pago,Sim,Sim,1700.0,+1000,Sim,Sim
108173,Próprio-Já Pago,Sim,Sim,660.0,700,Sim,Sim
108176,Próprio-Já Pago,Sim,Sim,2533.0,+1000,Sim,Sim
108178,Próprio-Já Pago,Não,Sim,1160.0,+1000,Sim,Não
108179,Próprio-Já Pago,Sim,Sim,2260.0,+1000,Sim,Sim
108180,Próprio-Já Pago,Sim,Sim,16250.0,+1000,Sim,Sim
108182,Próprio-Já Pago,Sim,Sim,11000.0,+1000,Sim,Sim
108183,Próprio-Ainda Pagando,Sim,Sim,5000.0,+1000,Sim,Sim
108185,Próprio-Já Pago,Sim,Sim,2900.0,+1000,Sim,Sim
108186,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108187,Cedido por Empregador,Sim,Sim,1533.0,+1000,Sim,Sim
108188,Próprio-Já Pago,Sim,Sim,5833.0,+1000,Sim,Sim
108189,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108191,Próprio-Já Pago,Sim,Sim,21500.0,+1000,Sim,Sim
108193,Próprio-Já Pago,Sim,Sim,8750.0,+1000,Sim,Sim
108195,Próprio-Ainda Pagando,Não,Não,14000.0,+1000,Não,Não
108196,Próprio-Ainda Pagando,Sim,Sim,999999999999.0,+1000,Sim,Sim
108198,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
108199,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
108201,Cedido de outra forma,Não,Não,684.0,700,Não,Não
108202,Alugado,Não,Não,666.0,700,Não,Não
108203,Alugado,Não,Não,1525.0,+1000,Não,Não
108204,Alugado,Não,Não,150.0,200,Não,Não
108206,Próprio-Já Pago,Não,Sim,1022.0,+1000,Sim,Não
108210,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
108211,Próprio-Já Pago,Sim,Sim,472.0,500,Sim,Sim
108212,Próprio-Ainda Pagando,Não,Sim,466.0,500,Sim,Não
108214,Próprio-Ainda Pagando,Não,Sim,300.0,400,Sim,Não
108216,Próprio-Ainda Pagando,Sim,Sim,1000.0,+1000,Sim,Sim
108218,Próprio-Ainda Pagando,Não,Não,1142.0,+1000,Não,Não
108219,Alugado,Sim,Sim,847.0,900,Sim,Sim
108220,Próprio-Ainda Pagando,Sim,Sim,643.0,700,Sim,Sim
108221,Próprio-Ainda Pagando,Sim,Sim,1266.0,+1000,Sim,Sim
108225,Alugado,Sim,Sim,593.0,600,Sim,Sim
108226,Próprio-Ainda Pagando,Sim,Sim,957.0,1000,Sim,Sim
108227,Próprio-Ainda Pagando,Não,Não,2133.0,+1000,Não,Não
108229,Próprio-Já Pago,Sim,Sim,2775.0,+1000,Sim,Sim
108230,Próprio-Já Pago,Sim,Sim,623.0,700,Sim,Sim
108231,Próprio-Já Pago,Sim,Sim,850.0,900,Sim,Sim
108233,Próprio-Já Pago,Sim,Sim,823.0,900,Sim,Sim
108234,Alugado,Sim,Sim,333.0,400,Sim,Sim
108235,Cedido de outra forma,Sim,Sim,1277.0,+1000,Sim,Sim
108236,Próprio-Já Pago,Sim,Não,470.0,500,Não,Sim
108237,Cedido de outra forma,Sim,Sim,350.0,400,Sim,Sim
108238,Próprio-Já Pago,Sim,Não,1438.0,+1000,Não,Sim
108239,Próprio-Já Pago,Sim,Não,984.0,1000,Não,Sim
108240,Cedido de outra forma,Não,Não,910.0,1000,Não,Não
108241,Cedido de outra forma,Sim,Sim,517.0,600,Sim,Sim
108242,Cedido de outra forma,Não,Sim,109.0,200,Sim,Não
108244,Alugado,Sim,Sim,240.0,300,Sim,Sim
108245,Próprio-Já Pago,Sim,Sim,1366.0,+1000,Sim,Sim
108246,Cedido de outra forma,Sim,Sim,1266.0,+1000,Sim,Sim
108247,Próprio-Já Pago,Sim,Sim,2029.0,+1000,Sim,Sim
108248,Próprio-Já Pago,Sim,Sim,2666.0,+1000,Sim,Sim
108249,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
108250,Alugado,Sim,Sim,589.0,600,Sim,Sim
108253,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
108254,Próprio-Já Pago,Sim,Sim,5500.0,+1000,Sim,Sim
108255,Alugado,Sim,Sim,1000.0,+1000,Sim,Sim
108256,Próprio-Ainda Pagando,Não,Sim,4000.0,+1000,Sim,Não
108258,Próprio-Já Pago,Sim,Não,1500.0,+1000,Não,Sim
108259,Próprio-Já Pago,Sim,Sim,744.0,800,Sim,Sim
108260,Próprio-Já Pago,Sim,Sim,2412.0,+1000,Sim,Sim
108261,Alugado,Sim,Sim,536.0,600,Sim,Sim
108262,Alugado,Sim,Sim,833.0,900,Sim,Sim
108264,Próprio-Já Pago,Não,Não,1000.0,+1000,Não,Não
108265,Próprio-Já Pago,Sim,Sim,1425.0,+1000,Sim,Sim
108266,Alugado,Sim,Sim,511.0,600,Sim,Sim
108267,Alugado,Não,Não,49.0,100,Não,Não
108268,Próprio-Já Pago,Sim,Sim,950.0,1000,Sim,Sim
108269,Próprio-Já Pago,Sim,Sim,300.0,400,Sim,Sim
108271,Próprio-Já Pago,Sim,Sim,1033.0,+1000,Sim,Sim
108272,Próprio-Já Pago,Não,Não,396.0,400,Não,Não
108273,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
108275,Alugado,Não,Sim,368.0,400,Sim,Não
108276,Cedido de outra forma,Sim,Sim,733.0,800,Sim,Sim
108278,Próprio-Já Pago,Sim,Sim,546.0,600,Sim,Sim
108280,Próprio-Ainda Pagando,Sim,Sim,994.0,1000,Sim,Sim
108281,Próprio-Ainda Pagando,Sim,Sim,4000.0,+1000,Sim,Sim
108282,Próprio-Ainda Pagando,Sim,Sim,1000.0,+1000,Sim,Sim
108283,Próprio-Ainda Pagando,Sim,Sim,525.0,600,Sim,Sim
108284,Próprio-Ainda Pagando,Sim,Sim,666.0,700,Sim,Sim
108285,Próprio-Já Pago,Sim,Sim,952.0,1000,Sim,Sim
108286,Próprio-Já Pago,Sim,Sim,2400.0,+1000,Sim,Sim
108287,Próprio-Ainda Pagando,Sim,Não,841.0,900,Não,Sim
108288,Próprio-Ainda Pagando,Sim,Sim,1700.0,+1000,Sim,Sim
108289,Cedido de outra forma,Não,Não,1576.0,+1000,Não,Não
108290,Próprio-Ainda Pagando,Não,Sim,1000.0,+1000,Sim,Não
108292,Próprio-Ainda Pagando,Não,Não,1033.0,+1000,Não,Não
108293,Próprio-Ainda Pagando,Não,Sim,2000.0,+1000,Sim,Não
108294,Próprio-Ainda Pagando,Sim,Sim,402.0,500,Sim,Sim
108297,Próprio-Já Pago,Sim,Sim,700.0,800,Sim,Sim
108299,Alugado,Sim,Sim,9000.0,+1000,Sim,Sim
108304,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
108307,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
108308,Próprio-Já Pago,Não,Sim,1433.0,+1000,Sim,Não
108309,Cedido de outra forma,Sim,Sim,1000.0,+1000,Sim,Sim
108311,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
108315,Alugado,Não,Sim,5100.0,+1000,Sim,Não
108317,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108318,Próprio-Já Pago,Sim,Sim,16100.0,+1000,Sim,Sim
108320,Próprio-Já Pago,Sim,Sim,8500.0,+1000,Sim,Sim
108321,Próprio-Ainda Pagando,Sim,Sim,999999999999.0,+1000,Sim,Sim
108324,Próprio-Já Pago,Sim,Sim,2750.0,+1000,Sim,Sim
108328,Próprio-Já Pago,Não,Sim,999999999999.0,+1000,Sim,Não
108331,Próprio-Ainda Pagando,Sim,Sim,7500.0,+1000,Sim,Sim
108332,Próprio-Já Pago,Sim,Sim,4150.0,+1000,Sim,Sim
108333,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108340,Próprio-Já Pago,Sim,Sim,1725.0,+1000,Sim,Sim
108341,Alugado,Sim,Sim,591.0,600,Sim,Sim
108343,Próprio-Já Pago,Sim,Sim,1100.0,+1000,Sim,Sim
108346,Próprio-Já Pago,Sim,Sim,2100.0,+1000,Sim,Sim
108347,Alugado,Sim,Sim,976.0,1000,Sim,Sim
108348,Próprio-Já Pago,Sim,Sim,6333.0,+1000,Sim,Sim
108349,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
108352,Alugado,Não,Sim,6500.0,+1000,Sim,Não
108353,Próprio-Já Pago,Não,Sim,7666.0,+1000,Sim,Não
108355,Próprio-Já Pago,Sim,Não,6300.0,+1000,Não,Sim
108359,Próprio-Já Pago,Sim,Sim,1550.0,+1000,Sim,Sim
108360,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
108361,Próprio-Já Pago,Sim,Sim,1066.0,+1000,Sim,Sim
108363,Próprio-Já Pago,Sim,Sim,921.0,1000,Sim,Sim
108364,Próprio-Já Pago,Sim,Sim,472.0,500,Sim,Sim
108366,Alugado,Sim,Sim,587.0,600,Sim,Sim
108367,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
108368,Próprio-Já Pago,Sim,Sim,1300.0,+1000,Sim,Sim
108370,Próprio-Já Pago,Sim,Sim,341.0,400,Sim,Sim
108372,Alugado,Sim,Sim,800.0,900,Sim,Sim
108374,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
108375,Alugado,Sim,Sim,900.0,1000,Sim,Sim
108376,Próprio-Já Pago,Sim,Sim,394.0,400,Sim,Sim
108379,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
108384,Próprio-Já Pago,Sim,Sim,1350.0,+1000,Sim,Sim
108386,Alugado,Sim,Sim,850.0,900,Sim,Sim
108388,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
108389,Próprio-Já Pago,Não,Sim,460.0,500,Sim,Não
108390,Próprio-Já Pago,Sim,Sim,1850.0,+1000,Sim,Sim
108391,Próprio-Já Pago,Sim,Sim,625.0,700,Sim,Sim
108395,Próprio-Já Pago,Não,Sim,366.0,400,Sim,Não
108397,Próprio-Já Pago,Sim,Sim,1100.0,+1000,Sim,Sim
108398,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108400,Alugado,Sim,Sim,540.0,600,Sim,Sim
108403,Próprio-Já Pago,Sim,Sim,1928.0,+1000,Sim,Sim
108404,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
108405,Alugado,Sim,Sim,1350.0,+1000,Sim,Sim
108406,Próprio-Já Pago,Sim,Sim,1294.0,+1000,Sim,Sim
108408,Próprio-Ainda Pagando,Sim,Sim,4000.0,+1000,Sim,Sim
108409,Alugado,Sim,Sim,5000.0,+1000,Sim,Sim
108410,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108411,Alugado,Não,Não,3000.0,+1000,Não,Não
108414,Próprio-Já Pago,Sim,Sim,4200.0,+1000,Sim,Sim
108418,Próprio-Ainda Pagando,Sim,Sim,762.0,800,Sim,Sim
108419,Próprio-Ainda Pagando,Não,Não,375.0,400,Não,Não
108422,Próprio-Ainda Pagando,Sim,Sim,1929.0,+1000,Sim,Sim
108423,Próprio-Ainda Pagando,Sim,Sim,1859.0,+1000,Sim,Sim
108424,Próprio-Ainda Pagando,Sim,Sim,562.0,600,Sim,Sim
108425,Próprio-Já Pago,Sim,Sim,525.0,600,Sim,Sim
108427,Próprio-Ainda Pagando,Sim,Sim,999999999999.0,+1000,Sim,Sim
108428,Próprio-Ainda Pagando,Não,Sim,705.0,800,Sim,Não
108429,Próprio-Ainda Pagando,Sim,Sim,986.0,1000,Sim,Sim
108430,Próprio-Ainda Pagando,Sim,Sim,662.0,700,Sim,Sim
108433,Próprio-Já Pago,Sim,Sim,1233.0,+1000,Sim,Sim
108434,Próprio-Já Pago,Sim,Sim,1014.0,+1000,Sim,Sim
108435,Alugado,Sim,Sim,575.0,600,Sim,Sim
108438,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
108439,Próprio-Já Pago,Sim,Não,3100.0,+1000,Não,Sim
108440,Próprio-Ainda Pagando,Sim,Sim,1000.0,+1000,Sim,Sim
108441,Próprio-Já Pago,Sim,Não,394.0,400,Não,Sim
108442,Alugado,Não,Sim,694.0,700,Sim,Não
108443,Próprio-Já Pago,Sim,Sim,1340.0,+1000,Sim,Sim
108447,Próprio-Já Pago,Sim,Sim,1350.0,+1000,Sim,Sim
108448,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108449,Alugado,Sim,Sim,640.0,700,Sim,Sim
108450,Alugado,Não,Sim,1460.0,+1000,Sim,Não
108453,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
108458,Alugado,Não,Sim,323.0,400,Sim,Não
108459,Alugado,Não,Sim,562.0,600,Sim,Não
108460,Próprio-Já Pago,Sim,Sim,3550.0,+1000,Sim,Sim
108461,Alugado,Não,Sim,1185.0,+1000,Sim,Não
108462,Alugado,Sim,Sim,1795.0,+1000,Sim,Sim
108464,Alugado,Não,Sim,800.0,900,Sim,Não
108465,Alugado,Não,Sim,1000.0,+1000,Sim,Não
108467,Cedido de outra forma,Não,Sim,1400.0,+1000,Sim,Não
108469,Alugado,Não,Não,6100.0,+1000,Não,Não
108471,Próprio-Já Pago,Sim,Não,3766.0,+1000,Não,Sim
108472,Alugado,Sim,Não,12000.0,+1000,Não,Sim
108476,Próprio-Já Pago,Sim,Não,1150.0,+1000,Não,Sim
108478,Próprio-Já Pago,Não,Não,1666.0,+1000,Não,Não
108479,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
108480,Próprio-Já Pago,Sim,Não,1750.0,+1000,Não,Sim
108481,Próprio-Ainda Pagando,Sim,Sim,2960.0,+1000,Sim,Sim
108482,Próprio-Já Pago,Sim,Não,3333.0,+1000,Não,Sim
108483,Alugado,Sim,Não,4350.0,+1000,Não,Sim
108484,Próprio-Já Pago,Sim,Sim,16666.0,+1000,Sim,Sim
108485,Próprio-Já Pago,Sim,Sim,8500.0,+1000,Sim,Sim
108489,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
108490,Alugado,Sim,Sim,14000.0,+1000,Sim,Sim
108491,Próprio-Ainda Pagando,Não,Sim,9100.0,+1000,Sim,Não
108493,Alugado,Sim,Sim,17500.0,+1000,Sim,Sim
108495,Próprio-Já Pago,Sim,Sim,4000.0,+1000,Sim,Sim
